,iapb_none,iapb_1.99,iapb_0.99,iapb_19.49,iapb_199.99,iapb_48.99
2473,,1.0,1.0,1.0,,
2474,,1.0,,1.0,,
2475,1.0,,,,,
2476,1.0,,,,,
2477,1.0,,,,,
2480,,,,1.0,1.0,1.0
2481,1.0,,,,,
2482,,,1.0,,,
2483,,1.0,1.0,1.0,,
2484,1.0,,,,,
2485,1.0,,,,,
2491,1.0,,,,,
2493,,,1.0,,,
2494,,,1.0,,,
2495,,1.0,1.0,,,
2497,1.0,,,,,
2500,,1.0,1.0,1.0,1.0,1.0
2502,,1.0,1.0,1.0,,
2503,,1.0,,1.0,1.0,1.0
2504,1.0,,,,,
2506,,1.0,,,,
2507,1.0,,,,,
2508,1.0,,,,,
2509,,,,1.0,,
2511,,1.0,1.0,1.0,,
2512,1.0,,,,,
2513,,1.0,,1.0,,
2514,,1.0,,1.0,,1.0
2515,,,,1.0,,
2517,,1.0,1.0,1.0,,1.0
2521,,1.0,,1.0,,1.0
2522,1.0,,,,,
2523,,,1.0,1.0,,
2525,1.0,,,,,
2526,,,,1.0,,
2527,1.0,,,,,
2528,,1.0,1.0,1.0,,1.0
2529,1.0,,,,,
2530,,,1.0,1.0,1.0,1.0
2532,1.0,,,,,
2533,,,,1.0,,
2535,,,,1.0,,
2536,,1.0,1.0,1.0,,
2537,1.0,,,,,
2539,,,,1.0,,1.0
2540,1.0,,,,,
2541,1.0,,,,,
2543,,1.0,1.0,1.0,1.0,1.0
2544,,,1.0,1.0,,
2547,,1.0,1.0,1.0,,
2548,,1.0,1.0,1.0,,
2549,1.0,,,,,
2551,,,1.0,,,
2552,1.0,,,,,
2553,,,,1.0,,
2555,1.0,,,,,
2558,,1.0,,,,
2559,,,1.0,1.0,,1.0
2560,,,,1.0,,
2561,1.0,,,,,
2562,,1.0,,1.0,1.0,1.0
2563,,,,1.0,1.0,1.0
2564,1.0,,,,,
2565,,,,1.0,,
2566,,,1.0,1.0,1.0,1.0
2567,,1.0,1.0,1.0,,
2568,,1.0,,,,
2569,,,1.0,1.0,1.0,1.0
2572,,,1.0,1.0,1.0,1.0
2573,,,1.0,1.0,,
2574,1.0,,,,,
2575,1.0,,,,,
2576,1.0,,,,,
2579,,,1.0,1.0,,
2580,,,,1.0,,
2582,,,,1.0,,1.0
2586,,1.0,1.0,1.0,1.0,1.0
2588,,1.0,,1.0,,
2589,,,,1.0,,
2590,,1.0,,1.0,,1.0
2591,1.0,,,,,
2592,,1.0,1.0,,,
2594,,,,1.0,,
2596,,,1.0,,,
2597,,,,1.0,,
2598,,,,1.0,,
2599,1.0,,,,,
2602,1.0,,,,,
2603,,,1.0,1.0,,
2604,1.0,,,,,
2605,1.0,,,,,
2606,1.0,,,,,
2607,1.0,,,,,
2608,,,1.0,1.0,,
2609,,,1.0,,,
2610,1.0,,,,,
2612,,,,1.0,,
2613,1.0,,,,,
2615,1.0,,,,,
2616,1.0,,,,,
2617,,1.0,,1.0,1.0,1.0
2618,,1.0,1.0,1.0,,
2619,,,,1.0,,
2622,,,1.0,,,
2624,,1.0,,1.0,1.0,
2626,1.0,,,,,
2627,1.0,,,,,
2628,,,,1.0,,
2629,,1.0,,1.0,,
2630,1.0,,,,,
2631,,1.0,1.0,1.0,,
2632,1.0,,,,,
2633,,,,1.0,1.0,1.0
2634,,1.0,,1.0,1.0,
2635,1.0,,,,,
2636,,1.0,1.0,1.0,,
2639,1.0,,,,,
2640,,,1.0,1.0,,1.0
2641,,1.0,1.0,,,
2642,1.0,,,,,
2644,,,,1.0,,
2645,,1.0,1.0,1.0,,
2646,,,1.0,1.0,,1.0
2647,,,,1.0,1.0,1.0
2648,,,,1.0,,
2650,,,1.0,,,
2652,,1.0,1.0,1.0,,1.0
2653,,,,1.0,1.0,1.0
2654,1.0,,,,,
2656,,,,1.0,,
2657,1.0,,,,,
2658,,,1.0,1.0,,1.0
2659,,,1.0,1.0,1.0,1.0
2660,,1.0,1.0,1.0,,
2661,,1.0,1.0,1.0,,
2662,,,1.0,,,
2663,,1.0,1.0,1.0,,
2665,,,,1.0,,
2667,,,1.0,,,
2669,,1.0,1.0,1.0,,
2671,,1.0,1.0,1.0,,
2672,1.0,,,,,
2673,,,1.0,1.0,,1.0
2674,,1.0,,1.0,,
2675,,1.0,1.0,1.0,,1.0
2676,1.0,,,,,
2677,,,1.0,1.0,,1.0
2679,,1.0,1.0,1.0,,
2682,,1.0,,,,
2683,1.0,,,,,
2686,,,,1.0,1.0,1.0
2688,1.0,,,,,
2689,,1.0,,1.0,,
2693,,1.0,1.0,1.0,,
2695,,1.0,1.0,1.0,,
2698,,,1.0,1.0,1.0,1.0
2702,1.0,,,,,
2703,1.0,,,,,
2704,,1.0,1.0,1.0,,1.0
2706,,1.0,,1.0,1.0,1.0
2707,,1.0,1.0,1.0,,
2708,1.0,,,,,
2711,,,1.0,1.0,,
2712,1.0,,,,,
2714,,1.0,1.0,1.0,,
2716,,1.0,1.0,1.0,,
2718,,1.0,1.0,,,
2721,,,,1.0,1.0,1.0
2722,1.0,,,,,
2723,1.0,,,,,
2724,1.0,,,,,
2725,,1.0,,1.0,,1.0
2726,,,,1.0,1.0,1.0
2727,,1.0,1.0,1.0,,
2728,,,1.0,1.0,1.0,1.0
2729,,,,1.0,,
2730,,,,1.0,,
2731,,,,1.0,,
2732,1.0,,,,,
2733,1.0,,,,,
2735,,1.0,,1.0,,
2739,1.0,,,,,
2741,,,1.0,1.0,,
2742,,1.0,1.0,1.0,,
2743,,,,1.0,1.0,1.0
2744,,1.0,1.0,1.0,,
2745,,1.0,1.0,1.0,,
2748,,1.0,1.0,1.0,,
2749,,,1.0,,,
2750,,,1.0,1.0,1.0,1.0
2753,1.0,,,,,
2754,,1.0,,1.0,,
2755,,,,1.0,,
2758,,,,1.0,,
2761,,,1.0,1.0,,1.0
2763,,1.0,1.0,1.0,1.0,1.0
2765,,1.0,1.0,1.0,,
2766,,1.0,1.0,1.0,,1.0
2772,,,1.0,,,
2774,,1.0,1.0,1.0,,
2776,,1.0,1.0,1.0,,
2779,,1.0,,,,
2781,,,,1.0,,
2782,1.0,,,,,
2784,,1.0,,,,
2786,,1.0,,1.0,,
2790,,1.0,,1.0,,1.0
2792,1.0,,,,,
2796,,1.0,1.0,,,
2797,1.0,,,,,
2799,,,1.0,,,
2800,,,,1.0,,
2801,1.0,,,,,
2802,1.0,,,,,
2804,1.0,,,,,
2805,,1.0,1.0,1.0,,1.0
2806,1.0,,,,,
2808,,,1.0,,,
2810,,,1.0,1.0,1.0,1.0
2811,,1.0,1.0,1.0,,
2812,,,,1.0,,
2813,1.0,,,,,
2815,1.0,,,,,
2816,,1.0,1.0,1.0,,
2817,1.0,,,,,
2819,,,1.0,1.0,,1.0
2820,1.0,,,,,
2821,,,1.0,1.0,1.0,1.0
2822,,1.0,1.0,1.0,,
2823,1.0,,,,,
2824,,1.0,1.0,1.0,,
2825,,,1.0,1.0,,
2826,1.0,,,,,
2829,1.0,,,,,
2830,1.0,,,,,
2836,,,1.0,1.0,1.0,1.0
2837,,1.0,1.0,,,
2838,,1.0,1.0,1.0,,
2843,,,1.0,1.0,,
2844,,1.0,1.0,1.0,,
2846,1.0,,,,,
2850,,1.0,1.0,1.0,,
2851,,1.0,1.0,1.0,,
2853,,1.0,1.0,1.0,1.0,1.0
2854,,,1.0,1.0,,1.0
2855,,1.0,,,,
2857,,1.0,1.0,1.0,,1.0
2858,,,1.0,,,
2859,,1.0,1.0,1.0,,
2861,1.0,,,,,
2862,,1.0,1.0,1.0,,
2863,,,,1.0,1.0,
2864,,1.0,,1.0,,
2866,1.0,,,,,
2869,1.0,,,,,
2870,,1.0,,1.0,,
2872,,,1.0,1.0,,
2874,,,,1.0,,
2876,1.0,,,,,
2877,,1.0,1.0,1.0,,1.0
2882,,,1.0,,,
2883,1.0,,,,,
2884,,1.0,1.0,1.0,,
2886,,1.0,1.0,1.0,,1.0
2887,,,1.0,,,
2888,,,,1.0,,
2889,,,,1.0,1.0,1.0
2890,1.0,,,,,
2891,,,1.0,1.0,1.0,
2893,,,1.0,1.0,,1.0
2894,,,1.0,1.0,,
2895,,,1.0,1.0,,1.0
2897,1.0,,,,,
2899,,,,1.0,,
2900,,1.0,1.0,1.0,,
2901,,,,1.0,,
2902,1.0,,,,,
2903,,,1.0,,,
2904,,,1.0,,,
2908,,,1.0,,,
2909,1.0,,,,,
2911,,,1.0,1.0,,
2913,,,1.0,,,
2914,,,1.0,,,
2917,,1.0,,,,
2918,,,1.0,1.0,1.0,1.0
2919,,,1.0,,,
2920,1.0,,,,,
2921,,1.0,,1.0,,
2922,,1.0,,,,
2924,,1.0,1.0,1.0,1.0,1.0
2925,1.0,,,,,
2926,1.0,,,,,
2927,1.0,,,,,
2929,1.0,,,,,
2930,1.0,,,,,
2934,1.0,,,,,
2937,,,,1.0,,
2938,,1.0,1.0,1.0,,
2940,1.0,,,,,
2943,,,,1.0,,
2944,1.0,,,,,
2947,,1.0,1.0,1.0,,
2948,,1.0,1.0,1.0,,
2949,1.0,,,,,
2950,,,1.0,1.0,1.0,1.0
2951,,,,1.0,,
2952,,,1.0,,,
2953,,1.0,1.0,1.0,,1.0
2954,,,1.0,,,
2955,,,1.0,1.0,,
2957,,1.0,,,,
2959,,,1.0,,,
2960,,1.0,1.0,1.0,,
2964,1.0,,,,,
2967,1.0,,,,,
2969,,1.0,1.0,1.0,,
2973,,1.0,1.0,1.0,1.0,1.0
2974,,1.0,,1.0,,1.0
2975,,1.0,1.0,1.0,,1.0
2978,,1.0,1.0,1.0,1.0,1.0
2979,,,1.0,1.0,1.0,1.0
2980,,,1.0,,,
2983,,1.0,1.0,1.0,,
2986,,,1.0,1.0,,
2987,,,1.0,1.0,,
2988,1.0,,,,,
2990,,,1.0,,,
2992,1.0,,,,,
2993,,1.0,,,,
2994,1.0,,,,,
2995,1.0,,,,,
2997,,1.0,,1.0,1.0,1.0
2998,,1.0,,1.0,1.0,1.0
2999,1.0,,,,,
3001,,,1.0,,,
3003,1.0,,,,,
3006,,1.0,1.0,1.0,1.0,1.0
3008,1.0,,,,,
3009,,,,1.0,,
3010,,,,1.0,,
3011,,,1.0,,,
3012,1.0,,,,,
3013,,1.0,,,,
3015,1.0,,,,,
3016,1.0,,,,,
3018,1.0,,,,,
3019,,,,1.0,,
3020,1.0,,,,,
3021,1.0,,,,,
3022,1.0,,,,,
3023,1.0,,,,,
3024,,1.0,1.0,1.0,,1.0
3025,,,1.0,,,
3026,1.0,,,,,
3027,,1.0,,1.0,,
3028,,1.0,,,,
3029,1.0,,,,,
3030,1.0,,,,,
3031,1.0,,,,,
3036,1.0,,,,,
3037,1.0,,,,,
3041,,1.0,,1.0,,
3042,1.0,,,,,
3043,,1.0,1.0,1.0,,1.0
3045,,1.0,,,,
3047,1.0,,,,,
3048,1.0,,,,,
3049,,1.0,,1.0,,1.0
3053,,1.0,,,,
3055,,1.0,,,,
3056,,,,1.0,,
3057,,1.0,,,,
3058,,,1.0,1.0,,
3061,1.0,,,,,
3063,1.0,,,,,
3065,,1.0,1.0,1.0,,
3066,,1.0,1.0,1.0,,1.0
3068,,,1.0,,,
3069,,1.0,1.0,,,
3070,1.0,,,,,
3071,,,1.0,,,
3073,1.0,,,,,
3074,1.0,,,,,
3076,1.0,,,,,
3080,1.0,,,,,
3081,1.0,,,,,
3082,,1.0,,1.0,,
3083,,1.0,1.0,1.0,,
3084,,1.0,1.0,1.0,1.0,1.0
3085,1.0,,,,,
3086,1.0,,,,,
3088,1.0,,,,,
3089,1.0,,,,,
3090,1.0,,,,,
3092,,,,1.0,,
3094,,1.0,1.0,1.0,,
3095,,,1.0,1.0,1.0,1.0
3097,,,,1.0,,
3099,,1.0,1.0,1.0,,
3101,1.0,,,,,
3103,,,1.0,1.0,,
3105,,,,1.0,,
3107,1.0,,,,,
3108,1.0,,,,,
3109,,1.0,,,,
3111,1.0,,,,,
3112,1.0,,,,,
3113,1.0,,,,,
3116,1.0,,,,,
3120,1.0,,,,,
3123,1.0,,,,,
3125,1.0,,,,,
3127,,1.0,1.0,1.0,,1.0
3129,1.0,,,,,
3131,,,,1.0,1.0,1.0
3132,,,,1.0,1.0,1.0
3133,,,1.0,,,
3134,,1.0,1.0,1.0,,
3136,1.0,,,,,
3140,,,1.0,,,
3142,,,,1.0,,
3143,,,1.0,1.0,1.0,1.0
3145,1.0,,,,,
3147,,,,1.0,,1.0
3148,1.0,,,,,
3152,,1.0,1.0,1.0,,
3153,,1.0,,,,
3155,,1.0,,1.0,,
3158,,,1.0,1.0,,
3160,,,,1.0,,
3161,,,1.0,,,
3166,,1.0,,1.0,1.0,1.0
3169,1.0,,,,,
3170,1.0,,,,,
3172,1.0,,,,,
3173,,,1.0,,,
3174,1.0,,,,,
3175,,1.0,1.0,1.0,,1.0
3176,1.0,,,,,
3178,,,1.0,1.0,,
3179,,,1.0,1.0,,
3180,,1.0,1.0,,,
3183,1.0,,,,,
3184,,,,1.0,,
3188,,,1.0,1.0,,1.0
3189,1.0,,,,,
3192,,,,1.0,,
3193,,,1.0,1.0,,
3194,,,1.0,,,
3195,1.0,,,,,
3196,,,1.0,1.0,,
3198,,1.0,1.0,,,
3199,,,,1.0,,
3200,,,,1.0,,
3201,,1.0,1.0,1.0,,1.0
3202,,,,1.0,,
3203,,1.0,,1.0,,
3204,,,1.0,,,
3206,1.0,,,,,
3217,1.0,,,,,
3218,1.0,,,,,
3220,,1.0,1.0,1.0,,
3222,1.0,,,,,
3224,1.0,,,,,
3225,,,1.0,1.0,,1.0
3227,,,,1.0,,
3228,1.0,,,,,
3229,,1.0,1.0,1.0,,1.0
3231,,1.0,,,,
3232,,,1.0,,,
3233,,,1.0,1.0,,
3235,1.0,,,,,
3237,,1.0,1.0,1.0,,1.0
3238,,,1.0,1.0,1.0,1.0
3239,,1.0,1.0,1.0,,
3240,,,1.0,1.0,,
3242,,1.0,1.0,1.0,,
3243,,1.0,1.0,1.0,,
3244,,1.0,1.0,1.0,1.0,
3245,1.0,,,,,
3249,1.0,,,,,
3253,,1.0,,,,
3254,1.0,,,,,
3256,1.0,,,,,
3257,1.0,,,,,
3258,,1.0,,1.0,,
3261,1.0,,,,,
3262,1.0,,,,,
3265,,1.0,,1.0,,
3266,,,1.0,1.0,,
3268,,,1.0,1.0,,1.0
3269,1.0,,,,,
3270,,,,1.0,1.0,1.0
3272,,,,1.0,,1.0
3275,,,,1.0,,
3276,1.0,,,,,
3277,,,,1.0,,
3278,,1.0,,,,
3279,,,,1.0,,
3283,1.0,,,,,
3284,,,,1.0,1.0,1.0
3285,,,,1.0,,1.0
3286,1.0,,,,,
3289,,1.0,1.0,1.0,,
3290,1.0,,,,,
3291,,,1.0,,,
3292,,1.0,1.0,1.0,1.0,1.0
3294,,1.0,1.0,1.0,1.0,1.0
3295,1.0,,,,,
3298,,1.0,,,,
3300,1.0,,,,,
3301,1.0,,,,,
3303,,,1.0,1.0,1.0,1.0
3304,,,1.0,,,
3305,,1.0,,1.0,1.0,1.0
3309,1.0,,,,,
3310,1.0,,,,,
3311,,1.0,,,,
3312,1.0,,,,,
3313,,1.0,1.0,1.0,,1.0
3315,,1.0,1.0,1.0,,
3316,,1.0,1.0,1.0,,
3317,1.0,,,,,
3323,1.0,,,,,
3324,,,1.0,,,
3326,,1.0,1.0,1.0,,
3328,,1.0,1.0,1.0,,
3329,,1.0,,1.0,,1.0
3330,1.0,,,,,
3331,,,1.0,1.0,,
3333,1.0,,,,,
3334,,,,1.0,,1.0
3337,,1.0,1.0,,,
3338,,,,1.0,,
3339,1.0,,,,,
3340,,1.0,1.0,1.0,1.0,1.0
3342,1.0,,,,,
3343,1.0,,,,,
3345,,1.0,,1.0,1.0,1.0
3347,,,1.0,1.0,1.0,1.0
3348,1.0,,,,,
3350,1.0,,,,,
3351,1.0,,,,,
3355,1.0,,,,,
3356,1.0,,,,,
3357,,,1.0,,,
3359,,1.0,1.0,1.0,,
3360,,1.0,1.0,1.0,1.0,1.0
3361,1.0,,,,,
3362,1.0,,,,,
3365,,,,,,1.0
3366,1.0,,,,,
3367,,,1.0,1.0,,
3370,1.0,,,,,
3374,,1.0,1.0,1.0,,
3375,1.0,,,,,
3376,,,1.0,1.0,1.0,1.0
3377,1.0,,,,,
3381,1.0,,,,,
3383,,,1.0,1.0,1.0,1.0
3386,,1.0,,1.0,1.0,
3388,1.0,,,,,
3390,1.0,,,,,
3391,,1.0,,1.0,1.0,1.0
3392,,1.0,,1.0,1.0,1.0
3397,1.0,,,,,
3398,1.0,,,,,
3400,,1.0,1.0,1.0,,
3402,,,1.0,,,
3404,,1.0,,1.0,,1.0
3405,,1.0,,1.0,,1.0
3407,1.0,,,,,
3408,,1.0,,1.0,1.0,1.0
3414,,,1.0,1.0,,
3415,1.0,,,,,
3416,1.0,,,,,
3417,,,1.0,1.0,1.0,1.0
3418,1.0,,,,,
3422,,1.0,,,,
3423,,1.0,1.0,1.0,,
3424,,1.0,1.0,1.0,,
3426,,,,1.0,,
3427,,,1.0,1.0,,
3428,,,1.0,1.0,1.0,1.0
3429,,,,1.0,,
3431,,,1.0,1.0,1.0,1.0
3433,,,,1.0,,
3437,1.0,,,,,
3438,,1.0,1.0,,,
3442,1.0,,,,,
3444,,1.0,,,,
3447,,,,1.0,,
3448,,1.0,1.0,1.0,,
3450,1.0,,,,,
3451,1.0,,,,,
3453,1.0,,,,,
3455,,1.0,1.0,1.0,,
3456,,1.0,,1.0,,
3459,1.0,,,,,
3460,,1.0,1.0,1.0,,
3461,,,1.0,1.0,1.0,1.0
3462,,,,1.0,,
3465,1.0,,,,,
3466,1.0,,,,,
3468,,1.0,1.0,1.0,,
3469,,1.0,1.0,1.0,1.0,1.0
3470,,1.0,1.0,1.0,,
3471,1.0,,,,,
3473,,1.0,1.0,1.0,,
3474,1.0,,,,,
3475,,1.0,1.0,1.0,1.0,1.0
3479,,,1.0,1.0,1.0,1.0
3481,,,1.0,,,
3482,,1.0,1.0,,,
3483,,1.0,,,,
3484,1.0,,,,,
3486,,1.0,1.0,1.0,,
3487,,,1.0,1.0,,1.0
3489,,,,1.0,,
3491,,,1.0,1.0,,
3492,1.0,,,,,
3493,,,1.0,,,
3494,,,,1.0,,
3496,1.0,,,,,
3497,1.0,,,,,
3498,,1.0,1.0,,,
3500,1.0,,,,,
3502,,,,1.0,,
3503,1.0,,,,,
3504,,,1.0,,,
3505,,1.0,,1.0,1.0,1.0
3506,,,1.0,,,
3511,,,1.0,,,
3512,,,1.0,,,
3514,1.0,,,,,
3515,,1.0,,,,
3516,,1.0,1.0,,,
3520,1.0,,,,,
3521,,,1.0,,,
3522,,,1.0,,,
3525,,,1.0,1.0,1.0,1.0
3527,,1.0,1.0,1.0,,
3530,,,,1.0,,
3531,1.0,,,,,
3532,,,,1.0,1.0,1.0
3533,,1.0,1.0,1.0,,
3535,,,,1.0,,
3538,1.0,,,,,
3541,1.0,,,,,
3542,,,,1.0,,
3544,,1.0,1.0,,,
3546,1.0,,,,,
3550,,1.0,,1.0,1.0,1.0
3552,,1.0,,1.0,1.0,1.0
3554,,1.0,,1.0,,1.0
3557,1.0,,,,,
3558,,1.0,,1.0,1.0,1.0
3562,,1.0,1.0,1.0,,
3566,,,1.0,1.0,,
3567,1.0,,,,,
3568,,1.0,,1.0,1.0,1.0
3569,1.0,,,,,
3570,1.0,,,,,
3571,1.0,,,,,
3572,1.0,,,,,
3574,,,,1.0,,1.0
3578,,1.0,,1.0,,
3579,1.0,,,,,
3580,1.0,,,,,
3582,1.0,,,,,
3583,1.0,,,,,
3586,1.0,,,,,
3587,1.0,,,,,
3591,,,1.0,1.0,,1.0
3595,,,,1.0,1.0,1.0
3598,1.0,,,,,
3601,,1.0,1.0,1.0,,1.0
3602,,1.0,1.0,,,
3604,,1.0,,1.0,,
3611,1.0,,,,,
3612,,1.0,,1.0,,1.0
3614,,,,1.0,,
3616,1.0,,,,,
3618,,,,1.0,,
3620,,1.0,,1.0,1.0,1.0
3621,,,1.0,1.0,1.0,1.0
3622,,,,1.0,1.0,1.0
3623,,,,1.0,1.0,1.0
3627,1.0,,,,,
3634,1.0,,,,,
3636,,,1.0,1.0,,1.0
3638,,,,1.0,,
3641,1.0,,,,,
3649,,1.0,,,,
3651,1.0,,,,,
3652,1.0,,,,,
3654,,1.0,1.0,1.0,,1.0
3657,,,,1.0,,1.0
3659,,,,1.0,1.0,1.0
3660,1.0,,,,,
3661,1.0,,,,,
3662,,1.0,,1.0,,
3663,1.0,,,,,
3665,1.0,,,,,
3667,,1.0,,,,
3668,1.0,,,,,
3670,,,1.0,1.0,1.0,1.0
3673,,1.0,1.0,1.0,,1.0
3684,1.0,,,,,
3686,,1.0,1.0,1.0,,1.0
3687,,1.0,1.0,1.0,,
3689,,,,1.0,,1.0
3690,,1.0,,,,
3695,1.0,,,,,
3697,,,1.0,1.0,,1.0
3701,,1.0,1.0,1.0,,1.0
3702,1.0,,,,,
3706,1.0,,,,,
3710,,1.0,1.0,1.0,1.0,1.0
3711,,1.0,1.0,1.0,,
3712,,,1.0,1.0,,
3715,,1.0,,,,
3719,1.0,,,,,
3720,1.0,,,,,
3721,1.0,,,,,
3722,,,1.0,1.0,,1.0
3723,1.0,,,,,
3725,,,1.0,1.0,,
3726,1.0,,,,,
3727,,,1.0,,,
3728,,1.0,1.0,1.0,1.0,1.0
3730,,,1.0,,,
3732,,1.0,1.0,1.0,,
3739,,1.0,,1.0,1.0,1.0
3741,,,,1.0,1.0,1.0
3742,,1.0,1.0,1.0,,1.0
3743,,1.0,,,,
3745,1.0,,,,,
3749,1.0,,,,,
3752,1.0,,,,,
3754,,,1.0,,,
3756,,1.0,,1.0,,1.0
3757,,1.0,,1.0,,1.0
3758,1.0,,,,,
3760,1.0,,,,,
3764,,,1.0,1.0,,1.0
3768,,1.0,1.0,1.0,1.0,
3769,1.0,,,,,
3770,,1.0,1.0,1.0,1.0,1.0
3771,,,,1.0,,
3772,,,,1.0,,
3774,1.0,,,,,
3775,,1.0,,1.0,1.0,
3778,1.0,,,,,
3781,1.0,,,,,
3782,1.0,,,,,
3785,1.0,,,,,
3786,1.0,,,,,
3790,,1.0,1.0,1.0,,
3792,,,1.0,1.0,,
3795,1.0,,,,,
3797,1.0,,,,,
3800,,1.0,,,,
3801,,1.0,1.0,1.0,,1.0
3805,1.0,,,,,
3812,1.0,,,,,
3816,1.0,,,,,
3819,,1.0,1.0,1.0,,1.0
3820,,,,1.0,,
3822,,,,1.0,1.0,1.0
3823,,1.0,1.0,1.0,,
3824,,1.0,,,,
3826,,1.0,1.0,1.0,,
3829,1.0,,,,,
3831,,,1.0,,,
3832,,1.0,,1.0,,
3833,1.0,,,,,
3834,,1.0,,,,
3835,1.0,,,,,
3836,1.0,,,,,
3837,,,1.0,,,
3838,1.0,,,,,
3839,1.0,,,,,
3841,,,1.0,1.0,1.0,1.0
3842,1.0,,,,,
3846,,,,1.0,,
3849,,,,1.0,,
3850,,,1.0,1.0,,1.0
3851,,,1.0,1.0,,
3852,,1.0,,1.0,,
3853,1.0,,,,,
3854,,1.0,,,,
3855,,,,1.0,,
3856,1.0,,,,,
3859,1.0,,,,,
3861,,,1.0,,,
3863,1.0,,,,,
3865,,,1.0,1.0,,1.0
3868,1.0,,,,,
3869,,,1.0,1.0,,
3879,1.0,,,,,
3880,1.0,,,,,
3881,1.0,,,,,
3883,1.0,,,,,
3884,,,1.0,1.0,,1.0
3885,,1.0,,1.0,1.0,1.0
3886,,1.0,,1.0,,
3889,,1.0,1.0,1.0,,
3890,1.0,,,,,
3891,,1.0,,,,
3893,1.0,,,,,
3894,,1.0,,,,
3895,,,,1.0,,
3896,,1.0,,1.0,,1.0
3897,,,1.0,,,
3898,1.0,,,,,
3902,,1.0,,1.0,,1.0
3905,1.0,,,,,
3906,,1.0,,1.0,1.0,1.0
3907,,,1.0,,,
3908,,,1.0,1.0,,
3909,1.0,,,,,
3910,1.0,,,,,
3914,,,,1.0,,1.0
3917,,,1.0,1.0,,1.0
3918,,1.0,,1.0,,
3919,,1.0,1.0,1.0,,
3920,,,,1.0,,
3924,,,1.0,,,
3927,1.0,,,,,
3928,,,,1.0,,1.0
3933,,1.0,1.0,,,
3934,1.0,,,,,
3935,1.0,,,,,
3937,1.0,,,,,
3940,,,1.0,1.0,,
3941,,1.0,1.0,1.0,,
3942,,,,1.0,,
3943,,,1.0,1.0,,
3945,,1.0,,,,
3950,,,,1.0,,
3953,,1.0,,1.0,,1.0
3954,,1.0,1.0,1.0,,
3955,,,1.0,,,
3956,1.0,,,,,
3957,1.0,,,,,
3958,,,,1.0,,
3959,,,,1.0,1.0,1.0
3962,1.0,,,,,
3966,,1.0,1.0,1.0,,1.0
3968,,1.0,1.0,1.0,,
3969,1.0,,,,,
3970,1.0,,,,,
3971,,,,1.0,1.0,1.0
3973,1.0,,,,,
3975,,1.0,,1.0,1.0,1.0
3977,1.0,,,,,
3978,1.0,,,,,
3980,,,1.0,,,
3981,1.0,,,,,
3982,1.0,,,,,
3983,1.0,,,,,
3984,,,,1.0,,
3986,1.0,,,,,
3989,1.0,,,,,
3990,,1.0,1.0,1.0,,
3991,,,1.0,,,
3993,1.0,,,,,
3995,,,,1.0,,
3996,1.0,,,,,
4000,1.0,,,,,
4001,1.0,,,,,
4008,,1.0,,1.0,1.0,1.0
4010,,1.0,,1.0,,1.0
4011,1.0,,,,,
4012,,1.0,1.0,,,
4016,,,,1.0,,
4017,1.0,,,,,
4020,1.0,,,,,
4024,,,1.0,1.0,,
4025,,,,1.0,,
4028,,,1.0,,,
4029,1.0,,,,,
4030,,1.0,1.0,1.0,1.0,1.0
4031,,,,1.0,,
4033,,,1.0,,,
4038,1.0,,,,,
4042,1.0,,,,,
4043,,,1.0,1.0,,
4044,1.0,,,,,
4045,,,,1.0,,
4052,,,,1.0,1.0,1.0
4053,1.0,,,,,
4055,,,1.0,,,
4056,1.0,,,,,
4059,1.0,,,,,
4060,1.0,,,,,
4063,1.0,,,,,
4064,,,1.0,1.0,,
4067,,1.0,,1.0,,1.0
4068,,,1.0,1.0,1.0,1.0
4072,1.0,,,,,
4073,,,1.0,,,
4074,,,1.0,1.0,1.0,1.0
4076,,1.0,1.0,1.0,,
4078,,,,1.0,,1.0
4082,,1.0,1.0,1.0,1.0,1.0
4084,1.0,,,,,
4085,1.0,,,,,
4088,,,1.0,1.0,,
4090,1.0,,,,,
4093,,,,1.0,1.0,1.0
4096,,1.0,1.0,1.0,,
4099,,1.0,1.0,1.0,,
4101,,1.0,,1.0,,
4103,1.0,,,,,
4105,,1.0,1.0,1.0,,
4107,1.0,,,,,
4108,,,1.0,,,
4109,1.0,,,,,
4110,,,,1.0,,
4111,,,1.0,,,
4112,,1.0,,1.0,1.0,1.0
4113,,1.0,,1.0,,
4114,,,1.0,,,
4115,,1.0,,1.0,,1.0
4116,,1.0,1.0,1.0,,
4119,1.0,,,,,
4121,1.0,,,,,
4125,,,1.0,1.0,1.0,
4126,1.0,,,,,
4127,,,1.0,,,
4129,,,,1.0,1.0,1.0
4132,,1.0,1.0,1.0,,
4133,,1.0,,1.0,,
4134,,1.0,,1.0,,
4135,,,,1.0,,
4137,,,1.0,1.0,,
4140,,,1.0,,,
4141,1.0,,,,,
4146,,,,1.0,,
4147,1.0,,,,,
4148,1.0,,,,,
4149,1.0,,,,,
4155,1.0,,,,,
4157,,,,1.0,,
4159,,,1.0,,,
4160,,,1.0,1.0,1.0,1.0
4161,,1.0,1.0,1.0,1.0,1.0
4164,1.0,,,,,
4165,,,1.0,,,
4166,,1.0,1.0,1.0,,
4167,,1.0,1.0,,,
4168,,1.0,1.0,1.0,,
4169,,1.0,1.0,1.0,1.0,1.0
4170,,1.0,,,,
4172,1.0,,,,,
