,NameLength,HasSubtitle,DescripLength,iap_none,iap_1.99,iap_0.99,iap_29.99,lang_ja,lang_gu,genr_entertainment,genr_casual,genr_simulation,User Rating Count,Size,Target
48,14.0,0.0,548.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.0,2584622.0,0.0
49,31.0,0.0,587.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,18432000.0,0.0
50,18.0,0.0,1005.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1741.0,2323719.0,0.0
51,10.0,0.0,674.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1112393.0,0.0
52,15.0,0.0,1382.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,740.0,15541248.0,0.0
53,11.0,0.0,2372.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.0,16785408.0,0.0
54,9.0,0.0,2478.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,187.0,25563136.0,0.0
55,4.0,1.0,3351.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,5106688.0,0.0
58,15.0,0.0,1705.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9121.0,5421981.0,0.0
59,19.0,0.0,1473.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,17056.0,55803904.0,1.0
60,16.0,0.0,2439.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17045.0,7543757.0,0.0
61,18.0,0.0,2189.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42210.0,16556848.0,0.0
62,23.0,0.0,947.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1156.0,6122222.0,0.0
63,26.0,0.0,2054.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20234.0,4528173.0,0.0
64,9.0,0.0,357.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3824640.0,0.0
65,9.0,0.0,990.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125.0,98282496.0,0.0
66,18.0,1.0,1580.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,359.0,33982464.0,0.0
67,17.0,0.0,502.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3134464.0,0.0
68,12.0,0.0,1590.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,101209.0,58343424.0,0.0
70,4.0,0.0,1190.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4885.0,59016192.0,0.0
71,12.0,0.0,3202.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,6466560.0,0.0
72,22.0,0.0,2112.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,4922368.0,0.0
73,11.0,1.0,840.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,20957184.0,0.0
74,16.0,0.0,1770.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29495.0,39453539.0,0.0
75,12.0,1.0,855.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5462.0,14125056.0,0.0
76,9.0,0.0,401.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,4472832.0,0.0
77,36.0,0.0,1002.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,860.0,84364288.0,0.0
78,13.0,1.0,3919.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35199.0,500501504.0,1.0
79,41.0,0.0,985.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5013.0,54787072.0,0.0
80,43.0,0.0,1657.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1119.0,8881152.0,0.0
81,21.0,0.0,1324.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2606.0,107105280.0,0.0
82,14.0,0.0,1903.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863.0,33033216.0,1.0
83,14.0,0.0,1113.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1926.0,108253184.0,0.0
84,72.0,0.0,547.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1848.0,1326164.0,0.0
85,50.0,1.0,1587.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24821.0,14717952.0,0.0
86,23.0,0.0,837.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2503.0,2582857.0,0.0
87,6.0,0.0,1722.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16693.0,5500291.0,0.0
88,12.0,0.0,843.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,191081.0,65303552.0,0.0
89,13.0,0.0,858.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2767.0,30746624.0,0.0
90,28.0,1.0,2524.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,14073.0,115074048.0,0.0
91,19.0,0.0,2207.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5543.0,39997440.0,1.0
92,14.0,0.0,1184.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12659.0,10308608.0,0.0
93,12.0,0.0,2197.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90386.0,43073536.0,0.0
94,7.0,0.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2004992.0,0.0
95,12.0,0.0,1133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,353.0,2818386.0,0.0
96,5.0,0.0,177.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6994639.0,0.0
97,7.0,0.0,1866.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,866.0,10136576.0,0.0
98,30.0,0.0,2011.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3416.0,8646161.0,0.0
99,17.0,0.0,1149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67670.0,7703552.0,0.0
100,11.0,0.0,2623.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,634.0,3396500.0,0.0
101,14.0,0.0,386.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,4225024.0,0.0
102,8.0,0.0,715.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,93235.0,259371008.0,0.0
103,14.0,1.0,1561.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,569.0,23805952.0,0.0
104,13.0,0.0,369.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,127.0,3684352.0,0.0
105,18.0,1.0,3379.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193923.0,233482240.0,0.0
106,12.0,1.0,1759.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42389.0,56048640.0,0.0
107,20.0,0.0,3408.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,207.0,23740416.0,0.0
108,9.0,0.0,1461.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16554.0,6338617.0,0.0
109,16.0,0.0,2741.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6906.0,12120793.0,0.0
110,32.0,0.0,3831.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,20501504.0,0.0
111,13.0,0.0,1171.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2110.0,76698624.0,0.0
112,23.0,1.0,849.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,267.0,39074816.0,0.0
113,11.0,0.0,481.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,704.0,413902.0,0.0
114,16.0,1.0,538.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23854.0,44707840.0,0.0
115,8.0,0.0,638.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,847.0,995328.0,0.0
116,13.0,0.0,638.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,233.0,761856.0,0.0
117,10.0,0.0,569.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2137088.0,0.0
118,5.0,1.0,1145.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14864.0,47129600.0,1.0
119,4.0,0.0,167.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,41591808.0,0.0
120,17.0,0.0,862.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,82583552.0,0.0
121,15.0,0.0,1498.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3593.0,7750656.0,0.0
122,24.0,0.0,809.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,344.0,4578541.0,0.0
123,8.0,1.0,761.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36581.0,69393408.0,1.0
125,10.0,0.0,2031.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,85569536.0,0.0
126,5.0,0.0,2032.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5778.0,253834240.0,0.0
127,21.0,1.0,3374.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27739.0,104436736.0,1.0
128,5.0,1.0,4036.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,83070976.0,0.0
129,12.0,0.0,887.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212763.0,9466880.0,0.0
130,16.0,0.0,313.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,4474837.0,0.0
131,15.0,0.0,1419.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,166.0,10318615.0,0.0
132,12.0,0.0,2191.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35905.0,13216994.0,0.0
133,8.0,0.0,1402.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,268.0,5334016.0,0.0
134,25.0,0.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,942.0,18093056.0,0.0
135,21.0,0.0,2573.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3135.0,9205022.0,0.0
136,7.0,0.0,3109.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1435.0,22335488.0,0.0
137,28.0,0.0,642.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,680.0,4481024.0,0.0
138,30.0,0.0,1524.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3015.0,10139648.0,0.0
139,17.0,0.0,2449.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,70557696.0,1.0
140,14.0,0.0,1646.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113.0,48675840.0,0.0
141,44.0,0.0,218.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,291.0,9900032.0,0.0
142,24.0,0.0,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,22518784.0,1.0
143,13.0,0.0,1845.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1054.0,5085584.0,0.0
144,5.0,0.0,598.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,16440320.0,0.0
145,35.0,0.0,425.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,657.0,25035776.0,0.0
146,10.0,0.0,1255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47338.0,9214976.0,0.0
147,18.0,0.0,1464.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1979.0,9659320.0,0.0
148,13.0,0.0,409.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,654.0,13483008.0,0.0
149,12.0,1.0,4002.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,22864896.0,0.0
150,15.0,0.0,1504.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,15277.0,8482816.0,0.0
151,10.0,0.0,2729.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,64505856.0,0.0
152,11.0,0.0,1236.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5378.0,15120306.0,0.0
153,13.0,0.0,4114.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2567.0,21422080.0,0.0
154,14.0,0.0,825.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,35214336.0,0.0
155,29.0,1.0,1401.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,199585.0,145777664.0,0.0
156,20.0,1.0,2464.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,143719.0,109671424.0,1.0
157,8.0,1.0,4229.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4289.0,24214528.0,0.0
158,34.0,0.0,729.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,178.0,11965728.0,0.0
159,12.0,0.0,1028.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,694.0,7587880.0,0.0
160,10.0,0.0,1593.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19798016.0,1.0
161,13.0,0.0,1154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46861.0,8752128.0,0.0
162,21.0,0.0,1941.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.0,35438592.0,0.0
163,17.0,0.0,2191.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148144.0,12429966.0,0.0
164,9.0,0.0,1385.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7950.0,8432232.0,0.0
166,12.0,0.0,868.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,22585344.0,0.0
167,24.0,0.0,2559.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4049.0,49016832.0,0.0
168,22.0,1.0,506.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,345.0,5614592.0,0.0
169,14.0,0.0,464.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7499.0,1978912.0,0.0
170,8.0,1.0,2024.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,75976704.0,0.0
171,14.0,0.0,710.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38008.0,7494656.0,0.0
172,13.0,0.0,1224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,16141677.0,0.0
174,70.0,0.0,1621.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17680.0,52412416.0,0.0
175,13.0,1.0,824.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,9431040.0,0.0
177,11.0,0.0,1266.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,166.0,16702740.0,0.0
178,20.0,0.0,354.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,868.0,15370240.0,0.0
179,10.0,0.0,1069.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10785.0,52757132.0,0.0
180,13.0,1.0,3782.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17440.0,888494080.0,0.0
181,17.0,0.0,572.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,1098368.0,0.0
182,17.0,1.0,2056.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95466.0,58547200.0,0.0
183,18.0,0.0,2003.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,295.0,5336201.0,0.0
184,11.0,0.0,2355.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,9961472.0,0.0
185,19.0,1.0,2522.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,960.0,364954624.0,1.0
186,10.0,0.0,742.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3284.0,34713600.0,0.0
187,16.0,0.0,605.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,27623424.0,0.0
188,12.0,0.0,329.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,849.0,16375808.0,0.0
189,26.0,0.0,2331.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,30134272.0,0.0
190,34.0,0.0,2141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,12349649.0,0.0
191,12.0,0.0,1912.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3910.0,22872064.0,0.0
192,23.0,1.0,1440.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0,11697152.0,0.0
193,18.0,1.0,4663.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,283385856.0,0.0
194,11.0,0.0,750.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,884.0,1250034.0,0.0
195,11.0,0.0,1239.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80790.0,36204544.0,0.0
196,7.0,0.0,2639.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1419.0,29578240.0,0.0
197,9.0,0.0,1554.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,63169536.0,0.0
198,34.0,0.0,987.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,297.0,3898368.0,0.0
199,13.0,1.0,2004.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,893.0,43512832.0,0.0
200,33.0,0.0,1628.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,6322647.0,0.0
201,35.0,0.0,1479.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.0,331237376.0,0.0
202,30.0,1.0,869.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123.0,36946944.0,0.0
203,16.0,1.0,751.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6630.0,8592384.0,0.0
204,7.0,1.0,619.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,1202176.0,0.0
205,41.0,0.0,1212.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3183.0,6794240.0,0.0
207,8.0,0.0,4077.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26674.0,37340259.0,0.0
208,17.0,1.0,1412.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17409.0,211776512.0,0.0
209,48.0,0.0,497.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,7619584.0,0.0
210,10.0,0.0,787.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,13151232.0,1.0
211,12.0,0.0,1341.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,286.0,14863724.0,0.0
212,8.0,0.0,3710.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,11439792.0,0.0
213,16.0,0.0,485.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37435.0,11333632.0,0.0
214,31.0,0.0,1824.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,532.0,19387392.0,0.0
215,19.0,0.0,734.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,6556139.0,0.0
216,19.0,0.0,2158.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,24859648.0,0.0
217,20.0,0.0,1568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13618.0,25593921.0,0.0
218,26.0,0.0,938.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,53878784.0,0.0
219,8.0,0.0,2547.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,184.0,56263680.0,0.0
220,7.0,0.0,684.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,310.0,26754048.0,0.0
221,21.0,1.0,851.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.0,37567488.0,0.0
222,12.0,0.0,3297.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,324.0,13945969.0,0.0
223,19.0,0.0,1151.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1736.0,80186242.0,0.0
