,NameLength,HasSubtitle,DescripLength,iap_none,iap_1.99,iap_0.99,iap_29.99,lang_ja,lang_gu,genr_entertainment,genr_casual,genr_simulation,User Rating Count,Size,Target
2338,38.0,0.0,792.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,49766400.0,0.0
2339,12.0,0.0,1248.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50302976.0,1.0
2340,27.0,1.0,2151.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,148962304.0,1.0
2342,11.0,0.0,808.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,138.0,51502080.0,0.0
2344,16.0,0.0,1081.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,8524800.0,0.0
2345,19.0,0.0,1081.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123.0,11987968.0,0.0
2346,30.0,0.0,1634.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4371.0,189605888.0,1.0
2348,67.0,0.0,1660.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,55427072.0,0.0
2349,27.0,0.0,3564.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,57027584.0,0.0
2352,25.0,0.0,1237.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,24739840.0,0.0
2355,51.0,0.0,3033.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1155.0,113438720.0,1.0
2356,9.0,0.0,638.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,83569664.0,0.0
2357,33.0,0.0,1648.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5409.0,91312128.0,1.0
2358,22.0,0.0,722.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,90349568.0,1.0
2359,37.0,0.0,486.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,49868800.0,0.0
2361,21.0,1.0,2061.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,104969216.0,0.0
2362,48.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,42921984.0,0.0
2363,29.0,1.0,3195.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,91874304.0,1.0
2364,23.0,0.0,1572.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11554816.0,1.0
2365,28.0,0.0,205.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,78712832.0,0.0
2366,16.0,0.0,873.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,23979008.0,1.0
2367,48.0,0.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,56504320.0,0.0
2368,44.0,0.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,44834816.0,0.0
2369,11.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,34164736.0,0.0
2370,12.0,0.0,2423.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,93151232.0,1.0
2371,21.0,0.0,311.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4222976.0,1.0
2372,13.0,0.0,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,18223104.0,1.0
2374,24.0,0.0,404.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,118693888.0,1.0
2375,19.0,0.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,278293504.0,1.0
2376,19.0,0.0,935.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,199010304.0,1.0
2377,32.0,0.0,2612.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,100.0,113756160.0,0.0
2378,28.0,0.0,2426.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,502.0,270547968.0,1.0
2379,12.0,0.0,1216.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20743168.0,1.0
2380,22.0,0.0,2191.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,114786.0,277481472.0,0.0
2381,26.0,0.0,1528.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,21221376.0,0.0
2382,73.0,0.0,648.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,55222272.0,0.0
2383,80.0,0.0,691.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,53860352.0,0.0
2385,34.0,0.0,1114.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,74137600.0,1.0
2387,30.0,0.0,362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12197888.0,0.0
2388,20.0,0.0,470.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,408654848.0,1.0
2390,25.0,0.0,492.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,37769216.0,0.0
2392,71.0,0.0,1639.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30858240.0,0.0
2393,45.0,0.0,1500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,178528256.0,1.0
2395,10.0,0.0,819.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,48218112.0,0.0
2396,28.0,1.0,2472.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,606.0,117253120.0,1.0
2398,14.0,0.0,843.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,102.0,5081088.0,1.0
2399,13.0,1.0,2417.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,16679.0,201032704.0,0.0
2400,13.0,0.0,1201.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,139099136.0,0.0
2401,30.0,0.0,1704.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,385.0,106068992.0,1.0
2402,17.0,1.0,1174.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,318889984.0,1.0
2403,6.0,0.0,2288.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,169.0,116570112.0,0.0
2405,23.0,0.0,2711.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,101267456.0,1.0
2406,9.0,1.0,3744.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,73933.0,2207450112.0,1.0
2407,37.0,0.0,849.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,52981760.0,0.0
2408,37.0,0.0,1489.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,47181824.0,1.0
2409,24.0,0.0,892.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,23592960.0,0.0
2410,10.0,1.0,2466.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,400787.0,202785792.0,1.0
2411,15.0,0.0,1896.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,167.0,339322880.0,0.0
2412,15.0,0.0,3712.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,73735168.0,1.0
2413,42.0,0.0,2764.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8256.0,383477760.0,0.0
2416,16.0,0.0,1970.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,203.0,34762752.0,1.0
2417,6.0,0.0,921.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,108429312.0,0.0
2418,35.0,0.0,293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,18542592.0,0.0
2419,49.0,0.0,686.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,618165248.0,0.0
2421,16.0,0.0,633.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,47.0,14446592.0,0.0
2423,26.0,0.0,1605.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25423872.0,0.0
2424,68.0,0.0,943.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,6000640.0,0.0
2425,17.0,0.0,1160.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2004.0,105665536.0,0.0
2427,9.0,0.0,1284.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,105.0,43547648.0,0.0
2429,20.0,0.0,1270.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,366.0,81891328.0,1.0
2430,29.0,0.0,1094.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,709.0,104671232.0,1.0
2431,12.0,0.0,1752.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,154.0,215453696.0,1.0
2432,6.0,1.0,393.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28454.0,25637888.0,1.0
2433,36.0,0.0,221.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,12455936.0,0.0
2435,13.0,0.0,1764.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2139.0,115300352.0,1.0
2437,27.0,1.0,3898.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,259741696.0,1.0
2438,59.0,0.0,639.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,29.0,51449856.0,0.0
2439,23.0,1.0,1829.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2144.0,129245184.0,0.0
2440,32.0,0.0,1992.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,50446336.0,1.0
2446,16.0,0.0,1421.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,194.0,58385408.0,0.0
2447,7.0,0.0,563.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,105.0,76072960.0,0.0
2448,29.0,0.0,1016.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,326955008.0,0.0
2449,10.0,0.0,664.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,44050432.0,0.0
2451,53.0,0.0,1306.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,53665792.0,0.0
2452,58.0,0.0,1377.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,26853376.0,0.0
2454,13.0,1.0,914.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,73.0,29518848.0,1.0
2455,50.0,0.0,2355.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,46.0,57464832.0,0.0
2456,49.0,0.0,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,28831744.0,0.0
2457,75.0,0.0,573.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,53559296.0,1.0
2458,89.0,0.0,1013.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,24612864.0,0.0
2459,27.0,0.0,1432.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,43799552.0,0.0
2460,20.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12763136.0,0.0
2461,7.0,0.0,1066.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,48539648.0,1.0
2462,66.0,0.0,449.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,22233088.0,0.0
2463,29.0,1.0,1994.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,261.0,116336640.0,0.0
2464,10.0,0.0,2138.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,958996480.0,0.0
2466,25.0,1.0,2038.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,47.0,217388032.0,1.0
2468,33.0,0.0,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,59375616.0,1.0
2470,15.0,1.0,512.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,61.0,30985216.0,0.0
2472,60.0,0.0,812.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,31207424.0,1.0
2473,30.0,1.0,542.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,453.0,58321920.0,0.0
2474,48.0,0.0,1571.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1579.0,86935552.0,1.0
2475,12.0,1.0,4122.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,143337472.0,1.0
2476,29.0,1.0,1433.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,114075648.0,1.0
2477,27.0,0.0,951.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,24544256.0,0.0
2480,17.0,0.0,3565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,473.0,118474752.0,1.0
2481,30.0,0.0,3928.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,57097216.0,1.0
2482,44.0,0.0,904.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,22.0,80035840.0,0.0
2483,44.0,0.0,1316.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,49139712.0,1.0
2484,18.0,0.0,3191.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,11223040.0,0.0
2485,53.0,0.0,527.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,180.0,27795456.0,0.0
2491,20.0,0.0,1898.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,236194816.0,0.0
2493,20.0,0.0,647.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,43675648.0,0.0
2494,10.0,0.0,584.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,23657472.0,1.0
2495,5.0,0.0,958.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,7139328.0,1.0
2497,28.0,0.0,1303.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,23162880.0,0.0
2500,11.0,1.0,677.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4776.0,257122304.0,0.0
2502,51.0,0.0,1458.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,34910208.0,1.0
2503,10.0,0.0,1687.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,482754560.0,0.0
2504,21.0,0.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,384.0,10228736.0,1.0
2506,18.0,0.0,1238.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,26800128.0,0.0
2507,15.0,0.0,564.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,132395008.0,0.0
2508,19.0,0.0,778.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,71589888.0,0.0
2509,24.0,0.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,71598080.0,0.0
2511,32.0,0.0,2135.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2365.0,784114688.0,0.0
2512,13.0,0.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,14348288.0,0.0
2513,10.0,1.0,1677.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,45441024.0,1.0
2514,26.0,0.0,1270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,302907392.0,0.0
2515,84.0,0.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.0,21282816.0,0.0
2517,22.0,0.0,623.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,120342528.0,0.0
2521,20.0,0.0,265.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1421.0,86218752.0,0.0
2522,19.0,0.0,1029.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5706752.0,0.0
2523,12.0,0.0,362.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,27136000.0,0.0
2525,40.0,0.0,2529.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,32313344.0,0.0
2526,19.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12992512.0,0.0
2527,19.0,0.0,435.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,18653184.0,0.0
2528,32.0,0.0,1516.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,392741888.0,0.0
2529,9.0,0.0,467.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,530573312.0,1.0
2530,30.0,1.0,2777.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2983.0,113888256.0,1.0
2532,21.0,0.0,183.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,57520128.0,0.0
2533,39.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,36958208.0,0.0
2535,20.0,0.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,126251008.0,0.0
2536,87.0,0.0,933.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,53927936.0,1.0
2537,66.0,0.0,954.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,35332096.0,0.0
2539,34.0,0.0,1547.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,52834304.0,0.0
2540,33.0,0.0,1545.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,3973120.0,1.0
2541,12.0,0.0,1305.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,698458112.0,0.0
2543,24.0,1.0,1081.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,63431.0,704219136.0,0.0
2544,23.0,0.0,953.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,238714880.0,1.0
2547,67.0,0.0,847.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,35475456.0,0.0
2548,42.0,0.0,742.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,46735360.0,0.0
2549,42.0,0.0,1418.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,9167872.0,0.0
2551,43.0,0.0,244.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,42938368.0,0.0
2552,25.0,0.0,961.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,24830976.0,0.0
2553,30.0,0.0,3421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,249.0,56220672.0,1.0
2555,29.0,0.0,1396.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,27118592.0,0.0
2558,57.0,0.0,764.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,52129792.0,0.0
2559,38.0,0.0,905.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,47.0,57909248.0,0.0
2560,70.0,0.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,22687744.0,0.0
2561,86.0,0.0,515.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,52719616.0,0.0
2562,14.0,1.0,869.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6906.0,224664576.0,0.0
2563,30.0,1.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,276.0,85621760.0,1.0
2564,36.0,0.0,1599.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,45568000.0,0.0
2565,29.0,1.0,4090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,69989376.0,0.0
2566,28.0,0.0,2266.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,135032832.0,0.0
2567,4.0,1.0,258.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,22130688.0,1.0
2568,20.0,0.0,1987.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,743.0,126223360.0,0.0
2569,28.0,0.0,2642.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13452.0,217124864.0,1.0
2572,30.0,1.0,2261.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1014.0,101043200.0,1.0
2573,79.0,0.0,711.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,49491968.0,0.0
2574,17.0,0.0,268.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8065024.0,1.0
2575,13.0,0.0,357.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5381.0,43526144.0,1.0
2576,18.0,0.0,1004.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,9010176.0,0.0
2579,28.0,1.0,1167.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,233.0,13726720.0,1.0
2580,52.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,36745216.0,0.0
2582,32.0,0.0,655.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,125.0,111333376.0,0.0
2586,46.0,0.0,785.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3435.0,98975744.0,1.0
2588,24.0,1.0,2123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1098.0,619672576.0,1.0
2589,39.0,0.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,91354112.0,1.0
2590,15.0,0.0,2424.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1936.0,227387392.0,1.0
2591,9.0,0.0,1457.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,18865152.0,0.0
2592,33.0,0.0,316.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,32636928.0,0.0
2594,27.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,16494592.0,0.0
2596,51.0,0.0,220.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,30351360.0,0.0
2597,29.0,0.0,1356.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5201920.0,0.0
2598,56.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,42217472.0,0.0
2599,7.0,0.0,282.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,12394496.0,0.0
2602,22.0,0.0,2666.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,11852800.0,1.0
2603,46.0,0.0,820.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,26386432.0,0.0
2604,27.0,0.0,1712.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,79.0,296632320.0,1.0
2605,22.0,0.0,942.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,23.0,274788352.0,0.0
2606,12.0,0.0,938.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19.0,246755328.0,0.0
2607,10.0,0.0,852.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,20971520.0,1.0
2608,10.0,0.0,1382.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,887.0,48218112.0,1.0
2609,15.0,0.0,1251.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,81879040.0,0.0
2610,21.0,0.0,1004.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93.0,14033920.0,0.0
2612,23.0,0.0,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,322.0,66220032.0,0.0
2613,7.0,0.0,773.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6430720.0,0.0
2615,48.0,0.0,1178.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,90817536.0,0.0
2616,11.0,0.0,2630.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,369.0,69005312.0,1.0
2617,15.0,1.0,1253.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,70996.0,65544192.0,1.0
2618,15.0,0.0,1573.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,274.0,130053120.0,0.0
2619,26.0,1.0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,83920896.0,1.0
2622,29.0,1.0,3950.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,63735808.0,0.0
2624,11.0,0.0,1006.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,217530368.0,1.0
2626,28.0,1.0,1163.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,214.0,106941440.0,1.0
2627,10.0,0.0,1415.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,203.0,251619328.0,1.0
2628,35.0,0.0,1298.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,20189184.0,0.0
2629,16.0,0.0,316.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,107010048.0,0.0
2630,34.0,0.0,1602.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,44621824.0,0.0
2631,37.0,0.0,1164.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,61448192.0,1.0
